[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | INFO: Tag[ app_begin ] --START--
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.013503s ]
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.026075s ]
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_catalog` [ RunTime:0.161497s ]
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | SQL: SELECT `id`,`f_cata` FROM `think_catalog` WHERE f_id=0  [ RunTime:0.009161s ]
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_link` [ RunTime:0.064933s ]
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | SQL: SELECT `id`,`addr`,`info` FROM `think_link`  [ RunTime:0.015772s ]
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_tongzhi` [ RunTime:0.081420s ]
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | SQL: SELECT `id`,`title`,`content`,`name`,`dt` FROM `think_tongzhi`  [ RunTime:0.001945s ]
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | NOTIC: [8] Undefined index: username functions.php 第 441 行.
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | INFO: Tag[ view_template ] --START--
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | INFO: Run LocationTemplate Behavior [ RunTime:0.030938s ]
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.031045s ]
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | INFO: Tag[ view_parse ] --START--
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | INFO: Run ParseTemplate Behavior [ RunTime:0.090295s ]
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.090414s ]
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | INFO: Tag[ view_filter ] --START--
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | INFO: Run ContentReplace Behavior [ RunTime:0.008565s ]
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | INFO: Run TokenBuild Behavior [ RunTime:0.001252s ]
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000713s ]
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001638s ]
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.012524s ]
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | INFO: Tag[ view_end ] --START--
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001190s ]
[ 2012-09-07T23:54:16+08:00 ] /xxx2/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001271s ]
