[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | INFO: Tag[ app_begin ] --START--
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001750s ]
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002135s ]
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_catalog` [ RunTime:0.070482s ]
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | SQL: SELECT `id`,`f_cata` FROM `think_catalog` WHERE f_id=0  [ RunTime:0.022135s ]
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_link` [ RunTime:0.065252s ]
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | SQL: SELECT `id`,`addr`,`info` FROM `think_link`  [ RunTime:0.012290s ]
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | SQL: SHOW COLUMNS FROM `think_tongzhi` [ RunTime:0.073807s ]
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | SQL: SELECT `id`,`title`,`content`,`name`,`dt` FROM `think_tongzhi`  [ RunTime:0.001199s ]
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | INFO: Tag[ view_template ] --START--
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | INFO: Run LocationTemplate Behavior [ RunTime:0.020508s ]
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.020615s ]
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | INFO: Tag[ view_parse ] --START--
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | INFO: Run ParseTemplate Behavior [ RunTime:0.068201s ]
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.068319s ]
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | INFO: Tag[ view_filter ] --START--
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | INFO: Run ContentReplace Behavior [ RunTime:0.000845s ]
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | INFO: Run TokenBuild Behavior [ RunTime:0.001202s ]
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000740s ]
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000923s ]
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003947s ]
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | INFO: Tag[ view_end ] --START--
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000899s ]
[ 2012-08-31T08:50:59+08:00 ] /xxx2/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000980s ]
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ route_check ] --START--
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run CheckRoute Behavior [ RunTime:0.017985s ]
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ route_check ] --END-- [ RunTime:0.018143s ]
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ app_begin ] --START--
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001092s ]
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001183s ]
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | SQL: SHOW COLUMNS FROM `think_catalog` [ RunTime:0.003044s ]
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | SQL: SELECT `id`,`f_cata` FROM `think_catalog` WHERE f_id=0  [ RunTime:0.000525s ]
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ view_template ] --START--
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run LocationTemplate Behavior [ RunTime:0.001448s ]
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ view_template ] --END-- [ RunTime:0.001572s ]
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ view_parse ] --START--
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | NOTIC: [8] Undefined variable: title 3cf063a52fa37dbb2ff5092719abcfea.php 第 7 行.
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | NOTIC: [8] Undefined variable: link_list 3cf063a52fa37dbb2ff5092719abcfea.php 第 95 行.
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run ParseTemplate Behavior [ RunTime:0.034735s ]
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ view_parse ] --END-- [ RunTime:0.034843s ]
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ view_filter ] --START--
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run ContentReplace Behavior [ RunTime:0.000814s ]
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run TokenBuild Behavior [ RunTime:0.001031s ]
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000620s ]
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run ShowRuntime Behavior [ RunTime:0.000933s ]
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003670s ]
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ view_end ] --START--
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run ShowPageTrace Behavior [ RunTime:0.000874s ]
[ 2012-08-31T08:54:10+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ view_end ] --END-- [ RunTime:0.000967s ]
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ route_check ] --START--
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run CheckRoute Behavior [ RunTime:0.001350s ]
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ route_check ] --END-- [ RunTime:0.001482s ]
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ app_begin ] --START--
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000776s ]
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000841s ]
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | SQL: SHOW COLUMNS FROM `think_catalog` [ RunTime:0.002638s ]
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | SQL: SELECT `id`,`f_cata` FROM `think_catalog` WHERE f_id=0  [ RunTime:0.000523s ]
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ view_template ] --START--
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run LocationTemplate Behavior [ RunTime:0.001013s ]
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ view_template ] --END-- [ RunTime:0.001091s ]
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ view_parse ] --START--
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | NOTIC: [8] Undefined variable: title 3cf063a52fa37dbb2ff5092719abcfea.php 第 7 行.
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | NOTIC: [8] Undefined variable: link_list 3cf063a52fa37dbb2ff5092719abcfea.php 第 103 行.
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run ParseTemplate Behavior [ RunTime:0.012156s ]
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ view_parse ] --END-- [ RunTime:0.012234s ]
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ view_filter ] --START--
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run ContentReplace Behavior [ RunTime:0.000582s ]
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run TokenBuild Behavior [ RunTime:0.000714s ]
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000459s ]
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run ShowRuntime Behavior [ RunTime:0.001059s ]
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003034s ]
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ view_end ] --START--
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run ShowPageTrace Behavior [ RunTime:0.000687s ]
[ 2012-08-31T09:17:51+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ view_end ] --END-- [ RunTime:0.000754s ]
[ 2012-08-31T09:18:13+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ route_check ] --START--
[ 2012-08-31T09:18:13+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run CheckRoute Behavior [ RunTime:0.001389s ]
[ 2012-08-31T09:18:13+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ route_check ] --END-- [ RunTime:0.001535s ]
[ 2012-08-31T09:18:13+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ app_begin ] --START--
[ 2012-08-31T09:18:13+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000872s ]
[ 2012-08-31T09:18:13+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000946s ]
[ 2012-08-31T09:18:13+08:00 ] /xxx2/index.php/Index/index_regist | SQL: SHOW COLUMNS FROM `think_catalog` [ RunTime:0.002345s ]
[ 2012-08-31T09:18:13+08:00 ] /xxx2/index.php/Index/index_regist | SQL: SELECT `id`,`f_cata` FROM `think_catalog` WHERE f_id=0  [ RunTime:0.000476s ]
[ 2012-08-31T09:18:13+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ view_template ] --START--
[ 2012-08-31T09:18:13+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Run LocationTemplate Behavior [ RunTime:0.000948s ]
[ 2012-08-31T09:18:13+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ view_template ] --END-- [ RunTime:0.001022s ]
[ 2012-08-31T09:18:13+08:00 ] /xxx2/index.php/Index/index_regist | INFO: Tag[ view_parse ] --START--
[ 2012-08-31T09:18:13+08:00 ] /xxx2/index.php/Index/index_regist | NOTIC: [8] Undefined variable: title 3cf063a52fa37dbb2ff5092719abcfea.php 第 7 行.
