[ 2012-08-17T09:49:16+08:00 ] /xxx2/admin.php/Login/index/ | INFO: Tag[ route_check ] --START--
[ 2012-08-17T09:49:16+08:00 ] /xxx2/admin.php/Login/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.000889s ]
[ 2012-08-17T09:49:16+08:00 ] /xxx2/admin.php/Login/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000993s ]
[ 2012-08-17T09:49:16+08:00 ] /xxx2/admin.php/Login/index/ | INFO: Tag[ app_begin ] --START--
[ 2012-08-17T09:49:16+08:00 ] /xxx2/admin.php/Login/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000586s ]
[ 2012-08-17T09:49:16+08:00 ] /xxx2/admin.php/Login/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000651s ]
[ 2012-08-17T09:49:16+08:00 ] /xxx2/admin.php/Login/index/ | INFO: Tag[ view_template ] --START--
[ 2012-08-17T09:49:16+08:00 ] /xxx2/admin.php/Login/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000678s ]
[ 2012-08-17T09:49:16+08:00 ] /xxx2/admin.php/Login/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000755s ]
[ 2012-08-17T09:49:16+08:00 ] /xxx2/admin.php/Login/index/ | INFO: Tag[ view_parse ] --START--
[ 2012-08-17T09:49:16+08:00 ] /xxx2/admin.php/Login/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.008713s ]
[ 2012-08-17T09:49:16+08:00 ] /xxx2/admin.php/Login/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.008816s ]
[ 2012-08-17T09:49:16+08:00 ] /xxx2/admin.php/Login/index/ | INFO: Tag[ view_filter ] --START--
[ 2012-08-17T09:49:16+08:00 ] /xxx2/admin.php/Login/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.000911s ]
[ 2012-08-17T09:49:16+08:00 ] /xxx2/admin.php/Login/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.000658s ]
[ 2012-08-17T09:49:16+08:00 ] /xxx2/admin.php/Login/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000271s ]
[ 2012-08-17T09:49:16+08:00 ] /xxx2/admin.php/Login/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000502s ]
[ 2012-08-17T09:49:16+08:00 ] /xxx2/admin.php/Login/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002548s ]
[ 2012-08-17T09:49:16+08:00 ] /xxx2/admin.php/Login/index/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\XAMPP\xampp\htdocs\xxx2\admin\Lib\Action\LoginAction.class.php:1) View.class.php 第 120 行.
